MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,YearBuilt,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtHalfBath,FullBath,HalfBath,Functional,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SalePrice,TotalSF,SalePrice_log
20,RL,81.28888888888889,10603,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,1977,BrkFace,28.0,PConc,Mn,ALQ,1200,Unf,0,410,1610,1610,0,2,0,Typ,Attchd,RFn,2,Y,168,68,0,0,2,2010,205000,3220,12.230770136157428
60,RL,77.0,9206,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,1985,BrkFace,336.0,CBlock,No,Unf,0,Unf,0,741,741,1732,0,2,1,Typ,Attchd,Fin,2,Y,192,46,0,0,6,2010,178000,2473,12.08954444723597
90,RL,64.0,7018,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,1979,None,0.0,Slab,None,None,0,None,0,0,0,1535,0,2,0,Typ,Attchd,Unf,2,Y,0,0,0,0,6,2009,118964,1535,11.68658461118553
20,RL,94.0,10402,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,2009,None,0.0,PConc,No,Unf,0,Unf,0,1226,1226,1226,0,2,0,Typ,Attchd,RFn,3,Y,0,36,0,0,5,2010,198900,2452,12.200562492481511
50,RM,59.52,7758,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,1931,BrkFace,600.0,PConc,No,LwQ,224,Unf,0,816,1040,1818,0,1,1,Typ,Detchd,Unf,1,Y,0,0,0,184,6,2007,169500,2858,12.040614105490253
60,FV,75.0,9375,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,2003,BrkFace,768.0,PConc,No,Unf,0,Unf,0,1053,1053,1992,0,2,1,Typ,Attchd,RFn,2,Y,140,45,0,0,8,2008,250000,3045,12.429220196836383
30,RM,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,1885,None,0.0,BrkTil,No,Unf,0,Unf,0,641,641,1047,0,1,0,Typ,Detchd,Unf,1,N,0,0,0,0,8,2007,100000,1688,11.51293546492023
20,RM,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,1948,None,0.0,CBlock,No,ALQ,104,BLQ,169,516,789,789,0,1,0,Typ,Detchd,Unf,1,Y,0,0,0,0,4,2008,115000,1578,11.652696102959753
50,RM,85.0,8500,Reg,Lvl,Corner,Gtl,IDOTRR,Artery,1Fam,1.5Fin,1919,None,0.0,CBlock,No,Unf,0,Unf,0,793,793,1517,0,2,0,Typ,None,None,0,N,0,0,144,0,8,2007,115000,2310,11.652696102959753
20,RL,105.0,11751,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,1977,BrkFace,480.0,CBlock,No,BLQ,705,Unf,0,1139,1844,1844,0,2,0,Typ,Attchd,RFn,2,Y,0,122,0,0,1,2010,190000,3688,12.154784614286667
50,RL,75.0,9525,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,1954,None,0.0,CBlock,No,Rec,444,Unf,0,550,994,1855,0,2,0,Typ,Attchd,Unf,1,Y,182,0,0,0,10,2006,136900,2849,11.827013315851762
80,RL,79.87755102040816,7750,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,2000,None,0.0,PConc,No,GLQ,250,Unf,0,134,384,1430,0,2,1,Typ,BuiltIn,Fin,2,Y,180,0,0,0,4,2010,180000,1814,12.100717685412471
60,RL,77.0,9965,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,2007,Stone,220.0,PConc,Av,GLQ,984,Unf,0,280,1264,2696,0,2,1,Typ,BuiltIn,Fin,3,Y,120,184,0,168,10,2007,383970,3960,12.85832230788469
20,RL,71.8048780487805,21000,Reg,Bnk,Corner,Gtl,Crawfor,Norm,1Fam,1Story,1953,BrkFace,184.0,CBlock,Mn,ALQ,35,Rec,869,905,1809,2259,0,2,0,Typ,Basment,Unf,2,Y,166,120,192,0,10,2007,217000,4068,12.28765724080691
70,RL,61.0,7259,IR1,Lvl,Inside,Mod,Crawfor,Norm,1Fam,2Story,1945,None,0.0,CBlock,No,ALQ,774,LwQ,150,104,1028,2320,0,2,1,Typ,Detchd,Unf,1,Y,224,0,0,0,7,2007,259500,3348,12.466515835145202
160,FV,34.0,3230,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,1999,BrkFace,1129.0,PConc,No,GLQ,419,Unf,0,310,729,1458,0,2,1,Typ,Detchd,Unf,2,Y,0,32,0,0,6,2007,176000,2187,12.07824495582233
20,RL,74.4375,11616,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,1962,BrkFace,116.0,CBlock,No,LwQ,170,BLQ,670,252,1092,1092,1,1,0,Typ,Attchd,Unf,1,Y,0,20,144,0,9,2009,139000,2184,11.842236406331555
20,RL,74.0,8536,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,2006,None,0.0,PConc,No,Unf,0,Unf,0,1125,1125,1125,0,1,1,Typ,Attchd,Unf,2,Y,80,64,0,0,4,2007,155000,2250,11.951186847493476
60,RL,90.0,12376,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,2Story,1990,None,0.0,PConc,Mn,GLQ,1470,Unf,0,203,1673,3222,0,3,0,Typ,Attchd,Unf,3,Y,367,0,0,0,5,2010,320000,4895,12.676079399771027
60,RL,65.0,8461,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,2005,None,0.0,PConc,No,Unf,0,Unf,0,728,728,1456,0,2,1,Typ,Attchd,Fin,2,Y,0,24,0,0,7,2006,163990,2184,12.0075668272517
80,RL,83.46153846153847,21453,IR1,Low,CulDSac,Sev,ClearCr,Norm,1Fam,SLvl,1969,None,0.0,CBlock,Gd,ALQ,938,Unf,0,0,938,988,0,1,0,Typ,Attchd,Unf,2,Y,0,130,0,0,10,2006,180000,1926,12.100717685412471
50,RM,50.0,6060,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,1939,None,0.0,PConc,No,Unf,0,Unf,0,732,732,1123,0,1,0,Typ,Detchd,Unf,1,P,0,0,140,0,6,2007,100000,1855,11.51293546492023
20,RL,75.0,9464,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,1958,BrkFace,135.0,CBlock,No,BLQ,570,Unf,0,510,1080,1080,0,1,0,Typ,Attchd,Unf,1,Y,0,0,0,130,6,2008,136000,2160,11.820417517632333
120,RL,55.0,7892,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,1993,None,0.0,PConc,No,GLQ,300,Unf,0,899,1199,1199,0,2,0,Typ,Attchd,RFn,2,Y,0,63,0,0,3,2008,153900,2398,11.944064817531656
20,RL,48.0,17043,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,1Story,1979,None,0.0,CBlock,No,Unf,0,Unf,0,1362,1362,1586,0,2,0,Typ,Attchd,Unf,2,Y,192,0,0,0,1,2009,181000,2948,12.10625783509458
190,RM,60.0,6780,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,2fmCon,1.5Fin,1935,None,0.0,CBlock,Av,GLQ,490,Unf,0,30,520,754,0,1,0,Typ,None,None,0,N,53,0,0,0,6,2006,84500,1040,11.344518647594766
120,RL,32.285714285714285,4928,IR1,Lvl,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,1976,None,0.0,CBlock,No,ALQ,120,Unf,0,958,1078,958,0,2,0,Typ,Attchd,RFn,2,Y,0,205,0,0,2,2007,128000,2036,11.759793355371237
45,RM,55.0,4388,IR1,Bnk,Inside,Gtl,OldTown,Feedr,1Fam,1.5Unf,1930,None,0.0,BrkTil,No,LwQ,116,Unf,0,556,672,840,0,1,0,Typ,None,None,0,N,0,0,0,0,6,2007,87000,1512,11.373674891823535
60,RL,69.0,7590,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,2Story,1966,BrkFace,266.0,CBlock,No,BLQ,512,Unf,0,148,660,1348,0,1,1,Typ,Attchd,RFn,2,Y,188,108,0,0,7,2006,155000,2008,11.951186847493476
20,RL,69.0,8973,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1958,BrkFace,85.0,CBlock,No,Rec,567,BLQ,28,413,1008,1053,1,1,1,Typ,2Types,RFn,2,Y,0,80,0,0,7,2006,150000,2061,11.918397239722838
60,RL,88.0,14200,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,1966,BrkFace,309.0,CBlock,No,Rec,445,Unf,0,479,924,2157,0,2,1,Typ,Attchd,Fin,2,Y,105,66,0,0,5,2006,226000,3081,12.328294703023394
60,RL,79.87755102040816,12224,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,2000,BrkFace,40.0,PConc,No,GLQ,695,Unf,0,297,992,2054,0,2,1,Typ,BuiltIn,RFn,2,Y,24,48,0,0,7,2009,244000,3046,12.404927602627597
20,RL,75.0,7388,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,1959,None,0.0,CBlock,No,Rec,405,Unf,0,658,1063,1327,0,1,0,Typ,Detchd,Unf,2,Y,0,0,0,0,7,2007,150750,2390,11.923384748066601
20,RL,80.13333333333334,6853,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,2001,BrkFace,136.0,PConc,No,GLQ,1005,Unf,0,262,1267,1296,0,2,0,Typ,Attchd,Fin,2,Y,192,25,0,0,6,2009,220000,2563,12.301387370778713
20,RL,78.0,10335,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,1968,None,0.0,CBlock,No,Rec,570,Unf,0,891,1461,1721,0,2,1,Min1,Attchd,RFn,2,Y,0,96,180,0,7,2006,180000,3182,12.100717685412471
20,RL,80.0,10400,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,1970,BrkFace,288.0,PConc,No,Unf,0,Unf,0,1304,1304,1682,0,2,0,Typ,Attchd,Unf,2,Y,98,0,0,0,5,2008,174000,2986,12.066816325306588
20,RL,76.46236559139786,10355,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,1967,BrkFace,196.0,CBlock,No,BLQ,695,Unf,0,519,1214,1214,0,2,0,Typ,Attchd,RFn,1,Y,0,111,0,0,7,2007,143000,2428,11.870606902224587
90,RL,82.0,11070,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,1Story,1988,BrkFace,70.0,CBlock,No,Unf,0,Unf,0,1907,1907,1959,0,3,0,Typ,2Types,Unf,3,Y,0,0,0,0,7,2006,171000,3866,12.049424683420915
60,RL,73.0,9066,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,1999,BrkFace,320.0,PConc,Mn,GLQ,668,Unf,0,336,1004,1852,0,2,1,Typ,Attchd,Fin,3,Y,224,106,0,0,12,2008,230000,2856,12.345838935721968
60,RL,65.0,15426,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,1997,None,0.0,PConc,No,GLQ,821,Unf,0,107,928,1764,0,2,1,Typ,Attchd,RFn,2,Y,276,99,0,0,8,2009,231500,2692,12.352339472153524
20,RL,70.0,10500,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,1971,None,0.0,CBlock,No,ALQ,432,Unf,0,432,864,864,0,1,0,Typ,None,None,0,Y,0,0,0,0,4,2010,115000,1728,11.652696102959753
20,RL,78.0,11645,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,2005,None,0.0,PConc,Av,GLQ,1300,Unf,0,434,1734,1734,0,2,0,Typ,Attchd,Fin,2,Y,160,24,0,0,1,2006,260000,3468,12.468440756144114
50,RL,71.0,8520,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,1.5Fin,1952,None,0.0,CBlock,No,Rec,507,Unf,0,403,910,1385,0,2,0,Typ,Detchd,Unf,2,Y,0,0,0,0,6,2010,166000,2295,12.019749091416921
20,RL,78.0,10335,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,1999,BrkFace,183.0,PConc,Gd,GLQ,679,Unf,0,811,1490,1501,0,2,0,Typ,Attchd,RFn,2,Y,144,29,0,0,6,2009,204000,2991,12.225880174775122
90,RM,70.0,9100,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Duplex,1Story,1963,BrkFace,336.0,CBlock,No,Rec,1332,Unf,0,396,1728,1728,0,2,0,Typ,Detchd,Unf,2,Y,0,0,0,0,11,2006,125000,3456,11.736077016252437
160,RM,24.0,2522,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,2004,Stone,50.0,PConc,No,Unf,0,Unf,0,970,970,1709,0,2,0,Maj1,Detchd,Unf,2,Y,0,40,0,0,4,2006,130000,2679,11.775297421715827
30,RM,51.0,6120,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1Story,1931,None,0.0,BrkTil,No,BLQ,209,Unf,0,506,715,875,0,1,0,Typ,Detchd,Unf,1,Y,48,0,0,0,11,2009,105000,1590,11.561725152903833
60,RL,79.87755102040816,9505,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,2001,BrkFace,180.0,PConc,No,Unf,0,Unf,0,884,884,2035,0,2,1,Typ,BuiltIn,Fin,2,Y,144,48,0,0,5,2010,222500,2919,12.312686874960354
20,RL,63.0,7500,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,2004,BrkFace,120.0,PConc,No,GLQ,680,Unf,0,400,1080,1080,0,1,0,Typ,None,None,0,Y,0,0,0,0,4,2008,141000,2160,11.856522261533737
50,RM,57.509803921568626,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,1936,None,0.0,BrkTil,No,Unf,0,Unf,0,896,896,1344,0,1,0,Typ,Detchd,Unf,1,Y,200,114,0,0,4,2006,115000,2240,11.652696102959753
20,RL,120.0,10356,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,1975,None,0.0,CBlock,Av,BLQ,716,Unf,0,253,969,969,0,1,1,Typ,Attchd,Unf,2,Y,0,0,0,0,1,2007,122000,1938,11.711784520403112
20,RL,107.0,13891,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,2007,Stone,436.0,PConc,Gd,GLQ,1400,Unf,0,310,1710,1710,0,2,0,Typ,Attchd,RFn,3,Y,0,102,0,0,1,2008,372402,3420,12.827731880206521
60,RL,81.28888888888889,14803,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,2Story,1971,BrkFace,252.0,CBlock,No,Rec,416,Unf,0,409,825,1993,0,2,1,Typ,Attchd,RFn,2,Y,0,66,0,0,6,2006,190000,2818,12.154784614286667
20,RL,83.46153846153847,13500,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,1Story,1960,None,0.0,CBlock,Gd,BLQ,429,ALQ,1080,93,1602,1252,0,1,0,Typ,Attchd,RFn,2,Y,409,0,0,0,3,2008,235000,2854,12.367345048436391
30,RM,84.0,11340,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,1923,None,0.0,BrkTil,No,Unf,0,Unf,0,1200,1200,1200,0,1,0,Typ,Detchd,Unf,1,Y,0,0,228,0,3,2006,125000,2400,11.736077016252437
50,RL,60.0,9600,Reg,Lvl,Corner,Gtl,Edwards,Artery,1Fam,1.5Fin,1924,None,0.0,BrkTil,No,Unf,0,Unf,0,572,572,1096,0,1,0,Typ,None,None,0,N,0,8,128,0,4,2008,79000,1668,11.277215789596893
20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1950,None,0.0,CBlock,None,None,0,None,0,0,0,1040,0,1,0,Typ,Detchd,Unf,2,Y,0,0,0,0,6,2006,109500,1040,11.603688960617083
60,RL,92.0,12003,Reg,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,2009,BrkFace,84.0,PConc,No,Unf,0,Unf,0,774,774,1968,0,2,1,Typ,BuiltIn,Fin,3,Y,0,75,0,0,5,2010,269500,2742,12.504327379899443
60,FV,100.0,12552,Reg,Lvl,Corner,Gtl,Somerst,Norm,1Fam,2Story,2004,None,0.0,PConc,No,GLQ,222,Unf,0,769,991,1947,0,2,1,Typ,Attchd,RFn,2,Y,0,136,0,0,5,2010,254900,2938,12.448630513463613
60,RL,134.0,19378,IR1,HLS,Corner,Gtl,Gilbert,Norm,1Fam,2Story,2005,BrkFace,456.0,PConc,Mn,GLQ,57,Unf,0,1335,1392,2462,0,2,1,Typ,Attchd,RFn,2,Y,239,132,0,0,3,2006,320000,3854,12.676079399771027
20,RL,59.714285714285715,11120,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,1Fam,1Story,1984,None,0.0,PConc,No,BLQ,660,Unf,0,572,1232,1232,0,2,0,Typ,Attchd,Unf,2,Y,0,0,0,0,6,2008,162500,2464,11.998439434579149
60,RL,110.0,13688,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,2003,BrkFace,664.0,PConc,Av,GLQ,1016,Unf,0,556,1572,2668,0,2,1,Typ,BuiltIn,Fin,3,Y,400,0,0,0,3,2008,412500,4240,12.929993908996359
20,RL,95.0,12182,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,2005,BrkFace,226.0,PConc,Mn,BLQ,1201,Unf,0,340,1541,1541,0,2,0,Typ,Attchd,RFn,2,Y,0,70,0,0,5,2010,220000,3082,12.301387370778713
45,RL,55.0,5500,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Unf,1956,None,0.0,CBlock,No,Unf,0,Unf,0,882,882,882,0,1,0,Typ,None,None,0,Y,0,0,0,0,4,2007,103200,1764,11.544433821905134
40,RM,40.0,5400,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,1926,None,0.0,BrkTil,Mn,LwQ,370,Unf,0,779,1149,1616,0,2,0,Typ,Detchd,Unf,1,Y,0,0,183,0,10,2007,152000,2765,11.931642378754141
190,RL,62.0,10106,Reg,Lvl,Inside,Gtl,Edwards,Norm,2fmCon,1.5Fin,1940,None,0.0,BrkTil,No,ALQ,351,Rec,181,112,644,1355,0,2,0,Typ,None,None,0,Y,140,0,0,0,9,2008,127500,1999,11.755879486687116
20,RL,83.46153846153847,10708,IR1,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,1Story,1955,None,0.0,CBlock,No,LwQ,379,BLQ,768,470,1617,1867,0,1,0,Typ,Attchd,Fin,1,Y,476,0,0,142,11,2009,190000,3484,12.154784614286667
60,RL,86.0,10562,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,2007,Stone,300.0,PConc,No,GLQ,1288,Unf,0,294,1582,2161,0,1,1,Typ,Attchd,Fin,3,Y,178,120,0,0,11,2007,325624,3743,12.693501691489768
60,RL,62.0,8244,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,2004,None,0.0,PConc,No,Unf,0,Unf,0,840,840,1720,0,2,1,Typ,Attchd,Fin,2,Y,100,48,0,0,5,2007,183500,2560,12.119975396053194
20,RL,80.13333333333334,16669,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,1Story,1981,BrkFace,653.0,CBlock,No,Unf,0,Unf,0,1686,1686,1707,0,2,1,Typ,Attchd,RFn,2,Y,574,64,0,0,1,2006,228000,3393,12.337105293891872
50,RM,62.81481481481482,12358,IR1,Lvl,Inside,Gtl,OldTown,Feedr,1Fam,1.5Fin,1941,None,0.0,CBlock,No,Rec,360,Unf,0,360,720,1382,0,1,1,Typ,Detchd,Unf,2,Y,237,0,0,0,5,2007,128500,1574,11.763691965388299
20,RL,141.0,31770,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,1960,Stone,112.0,CBlock,Gd,BLQ,639,Unf,0,441,1080,1656,0,1,0,Typ,Attchd,Fin,2,P,210,62,0,0,5,2010,215000,2736,12.278397958261774
160,RL,44.0,5306,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,2Story,1987,None,0.0,PConc,No,GLQ,495,Rec,215,354,1064,1767,0,2,0,Typ,Attchd,RFn,2,Y,441,35,0,0,6,2006,239000,2831,12.384223015005313
20,RL,80.0,10197,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1961,BrkCmn,491.0,CBlock,No,ALQ,288,Rec,374,700,1362,1362,0,1,1,Typ,Attchd,Unf,2,Y,0,20,0,0,6,2008,163000,2724,12.001511614739405
20,RL,47.0,12416,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,1986,Stone,132.0,CBlock,No,ALQ,1398,LwQ,208,0,1606,1651,0,2,0,Min2,Attchd,Fin,2,Y,192,0,0,0,11,2008,184000,3257,12.122696471358964
20,RL,84.0,12615,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,1950,None,0.0,CBlock,Av,ALQ,477,Unf,0,725,1202,2158,0,2,0,Typ,Attchd,Unf,2,Y,0,29,39,0,6,2007,243000,3360,12.400820837540556
60,RL,97.0,10029,IR1,Lvl,Corner,Gtl,ClearCr,Norm,1Fam,2Story,1988,BrkFace,268.0,PConc,No,GLQ,831,Unf,0,320,1151,2060,1,2,1,Typ,Attchd,Unf,2,Y,0,228,0,192,9,2007,211000,3211,12.259618151783465
50,RL,74.4375,13650,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1.5Fin,1958,None,0.0,CBlock,No,ALQ,57,BLQ,441,554,1052,1920,0,2,0,Typ,Attchd,Unf,2,Y,0,0,0,0,7,2006,172500,2972,12.058158312538197
20,RL,63.0,17423,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,1Fam,1Story,2008,Stone,748.0,PConc,No,GLQ,1904,Unf,0,312,2216,2234,0,2,0,Typ,Attchd,Fin,3,Y,0,60,0,0,7,2009,501837,4450,13.126032637428713
30,RM,60.0,8520,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,1923,None,0.0,CBlock,No,Unf,0,Unf,0,968,968,968,0,1,0,Typ,Detchd,Unf,2,N,0,0,184,0,7,2007,100000,1936,11.51293546492023
160,FV,64.66666666666667,2117,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,2000,BrkFace,456.0,PConc,No,GLQ,436,Unf,0,320,756,1525,0,2,1,Typ,Detchd,Unf,2,Y,0,0,0,0,6,2007,177000,2281,12.083910661257521
70,RL,54.0,7588,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,1920,None,0.0,BrkTil,No,LwQ,352,Unf,0,441,793,1802,0,1,1,Typ,Detchd,Unf,1,Y,0,0,40,0,7,2006,200100,2595,12.206577518060588
20,RL,60.0,9060,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,1Story,1957,BrkFace,98.0,PConc,None,None,0,None,0,0,0,1340,0,1,0,Typ,Attchd,RFn,1,Y,116,0,0,0,6,2007,120000,1340,11.695255355062795
50,RM,63.0,11426,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,2003,None,0.0,PConc,No,Unf,0,Unf,0,1362,1362,2082,0,2,1,Mod,Detchd,Unf,2,N,280,238,0,0,6,2008,200000,3444,12.206077645517674
50,RL,92.0,7438,IR1,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,1.5Fin,1908,None,0.0,PConc,No,Unf,0,Unf,0,504,504,1252,0,1,0,Typ,Attchd,Unf,2,Y,104,0,0,0,6,2006,127000,1756,11.751950239425476
75,RM,90.0,22950,IR2,Lvl,Inside,Gtl,OldTown,Artery,1Fam,2.5Fin,1892,None,0.0,BrkTil,Mn,Unf,0,Unf,0,1107,1107,3608,0,2,1,Typ,Detchd,Unf,3,Y,0,260,0,410,6,2006,475000,4143,13.07107218827772
80,RL,70.08333333333333,9947,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,SLvl,1990,None,0.0,PConc,Av,GLQ,611,Unf,0,577,1188,1217,0,2,0,Typ,Attchd,Unf,2,Y,168,27,0,0,6,2009,173000,2405,12.06105265381003
50,RL,60.0,10410,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,1916,None,0.0,CBlock,No,Unf,0,Unf,0,660,660,1656,0,2,1,Min2,Detchd,Unf,1,N,0,0,0,0,8,2009,135000,2172,11.813037464800539
90,RL,64.0,7018,Reg,Bnk,Inside,Gtl,SawyerW,Feedr,Duplex,SFoyer,1979,Stone,275.0,CBlock,Av,GLQ,1086,Unf,0,0,1086,1224,0,0,2,Typ,Detchd,Unf,2,Y,120,0,0,0,6,2009,153337,2310,11.940399914116648
120,RL,41.0,4923,Reg,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,2001,None,0.0,PConc,Av,GLQ,1153,Unf,0,440,1593,1593,0,1,1,Typ,Attchd,Fin,2,Y,0,120,0,224,8,2008,286000,3186,12.563750586299374
70,RL,70.0,10570,Reg,Bnk,Inside,Mod,Crawfor,Norm,1Fam,2Story,1932,None,0.0,CBlock,No,Rec,297,Unf,0,556,853,2727,0,2,1,Maj1,Detchd,Unf,2,Y,0,74,0,0,12,2007,315000,3580,12.660331092405906
60,RL,76.46236559139786,7472,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,2Story,1972,BrkFace,138.0,CBlock,No,ALQ,626,Unf,0,99,725,1479,0,1,1,Typ,Attchd,Fin,2,Y,0,32,0,0,6,2007,184000,2204,12.122696471358964
20,RL,68.0,9017,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,1999,None,0.0,PConc,Av,GLQ,560,Unf,0,871,1431,1431,0,2,0,Typ,Attchd,Fin,2,Y,0,35,0,0,9,2009,192000,2862,12.165255859329688
160,RM,24.0,2522,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,2004,Stone,50.0,PConc,No,Unf,0,Unf,0,970,970,1709,0,2,0,Maj1,Detchd,Unf,2,Y,0,40,0,0,5,2006,130000,2679,11.775297421715827
20,RL,60.0,7180,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,1972,None,0.0,CBlock,Av,ALQ,390,Unf,0,474,864,864,0,1,0,Typ,Detchd,Unf,1,Y,0,0,0,0,5,2008,127000,1728,11.751950239425476
160,RL,24.0,2280,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Twnhs,2Story,1976,None,0.0,CBlock,No,ALQ,566,Unf,0,289,855,1456,0,2,1,Typ,Attchd,Unf,2,Y,87,0,0,0,7,2009,148500,2311,11.908346971208951
20,RL,79.0,9416,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,2007,Stone,205.0,PConc,No,GLQ,1126,Unf,0,600,1726,1726,0,2,0,Typ,Attchd,Fin,3,Y,171,138,0,266,9,2007,311872,3452,12.650351332641707
75,RL,174.0,25419,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,2Story,1918,None,0.0,PConc,No,GLQ,1036,LwQ,184,140,1360,3112,1,2,0,Typ,Detchd,Unf,2,Y,0,16,552,0,3,2006,235000,4080,12.367345048436391
